id,sentence,intent
1616,في رحلة من الشارقة الى الشام بتاريخ  ٣١ الشهر الجاري  متى تصل الطائرة الى مطار دمشق حسب توفيت دمشق؟؟,flight_info_inquiry
1643,ممكن اتاكد من هذا الحجز اذا مؤكد او لا,flight_info_inquiry
1680,موعد رحلة اليوم من الشارقه الى دمشق هوه ٦:٣٠ فجرا ؟,flight_info_inquiry
1700,لو سمحت ماذا عن رحلة بيروت حلب  صباح الغد هل سيتم تحويلها إلى مطار دمشق أم سيتم إلغاء الرحلة,flight_info_inquiry
1701,عندي حجز بتاريخ 8/3 من حلب الى الشارقة  بعد خروج المطار عن الخدمة  ما مصير الرحلة,flight_info_inquiry
1708,ماذا بشأن رحلة الغد الارباعاء الموافق 8 مارس 2023  المتجه من مطار حلب الى مطار الشارقة,flight_info_inquiry
1709,هلى في تعديل بشان رحلة الغد بعد خروج مطار حلب  من الخدمة بسبب قصف امس,flight_info_inquiry
1711,هل يوجد اي تغيرات على موعد الطيران  ب 8 اذار الى الشارقة؟,flight_info_inquiry
1714,طائرة من موسكو إلى دمشق اليوم في أية ساعة صباحا,flight_info_inquiry
1721,عندي حجز حلب الشارقة يوم ١٥ اذار  في تغير على الرحلات ؟,flight_info_inquiry
1728,رحلة بغداد دمشق ليوم الخميس ٩ اذار التاسعة صباحا مازالت؟  اقصد لاتغيير في التوقيت؟,flight_info_inquiry
1734,سلام عليكم. انا عندي حجز من مطار الشارقة الي دمشق    الاقلاع الساعة 4 مساء من مطار الشارقة.  تم تغير الموعد. لساعة 6,flight_info_inquiry
1760,كنت حابب اسال بخصوص رحلتي من بيروت الي حلب يوم ١٥ ملرس,flight_info_inquiry
1773,لو سمحت بدي اتأكد من موعد رحلة الشارقة حلب اليوم هل في تاخير؟,flight_info_inquiry
1774,من فضلكم في طيارة لاربيل علساعة ٣ ولا تاحليت؟,flight_info_inquiry
1775,اريد الاستعلام عن الرحلة القادمة من مطار الشارقة الى دمشق,flight_info_inquiry
1789,ممكن اعرف الرحلة 6q724 متى بتوصل من مطار الشارقة,flight_info_inquiry
1791,بس العفو سؤال بالنسبة لرحلة دمشق اربيل كان المفترض اقلاع 7 ونص المسا .. في تأجيل ؟,flight_info_inquiry
1799,سؤال رحلة اليوم دمشق اربيل تأجلت لل3:30 الفجر,flight_info_inquiry
1800,هل تم تأجل رحلة دمشق اربيل اليوم ؟ اريد التأكد ؟,flight_info_inquiry
1801,رحلة دمشق اربيل اليوم ؟ لقد تم تأجيلها هل هذا صحيح ؟ اريد التأكد فقط,flight_info_inquiry
1808,طيارة اليوم الشارقة دمشق ايمت بتوصل لمطار الشام,flight_info_inquiry
1809,عم بسأل ولادي طلعو من مطار الشارقة الى مطار الشام و لغاية الان لم يصلو,flight_info_inquiry
1810,الاقلاع من المفترض السابعة مساء بتوقيت الشارقة من المفترض تصل من اكثر من ساعتين يعني وصلت ةلطيارة الساعة 22.21,flight_info_inquiry
1850,اريد ان اعرف الموعد,flight_info_inquiry
1899,"السلام عليكم ، متى تصل رحلتكم اليوم من دمشق ؟",flight_info_inquiry
1922,اريد اتاكد من حجز,flight_info_inquiry
1954,لو سمحت عندي رحلة من الشارقة الى دمشق ب 20-03 وبدي اتاكد من الموعد اذا انلغى,flight_info_inquiry
1969,انا بكرا سفري الى سلطنة عمان هل تأجلت الطائرة,flight_info_inquiry
2002,في ايي حجز باسم ريكاردو صليبي ع حلب 1-4,flight_info_inquiry
2007,بس حابب اعرف ايمت انطلقت الطيارة من اربيل اليوم,flight_info_inquiry
2008,الوقت الممتوقع للهبوط ع الساعة الثالثة ?,flight_info_inquiry
2012,انا رحلتي الخميس المسا الساعة ٧ ايمت لازم كون بالمطار ؟,flight_info_inquiry
2023,هل في تغيير على توقيت ؤحلة مسقط دمشق اليوم؟,flight_info_inquiry
2033,من بعد اذنك بدي اتاكد فيني أعرف اذا في تعديل ع الرحلة,flight_info_inquiry
2047,كيف اتحقق من الحجز,flight_info_inquiry
2050,رحلة الشارقة تأجلت؟ وصلتني رسالة انه تأجلت رحلة,flight_info_inquiry
2052,اريد استفسار عن حجز.. يوم 21.3. و العودة تاريخ 20.4 من الشارقة الى دمشق,flight_info_inquiry
2070,بس بدي اسال قرايبنا رح يجي من الشارقة اليوم بس ممكن موعد موعد الاقلاع والهبوط ايمت بالضبط مشان نروح عالمطار,flight_info_inquiry
2107,اذا ممكن اتأكد من رحلة اليوم من القامشلي لدمشق,flight_info_inquiry
2108,هل يوجد تغيير في موعد رحلة,flight_info_inquiry
2129,بدي استفسر عن حجزي اذا مأكد اعطيكي رقم الحجز لو سمحتي,flight_info_inquiry
2136,لو سمحت انا حجزت تذكرة وايد التأكد اذا هي صالحة,flight_info_inquiry
2139,بس عندي استفسار عن الرحلة اللي توجهت اليوم من مطار دمشق ل مطار الشارقه اي ساعه منكن توصل الشارقه,flight_info_inquiry
2141,بدي اتاكد من الحجز تبعي,flight_info_inquiry
2156,اريد التاكد من حجز رقم الحجز WU0WUP,flight_info_inquiry
2160,انا حجزت على مسقط يوم الخميس من مكتب حمص فندق السفير هل لا زال الحجز موجود,flight_info_inquiry
2181,مرحبا شو اخبار رحلة حلب الشارقة,flight_info_inquiry
2183,لو تكرمتو رحلة حلب الى الشارقة شو وضعها,flight_info_inquiry
2184,هل يوجد تغير على رحلة يوم غد من دمشق الى نجف,flight_info_inquiry
2223,هل يوجد تغيير على رحلة دمشق نجف اليوم,flight_info_inquiry
2229,أريد ان أستفسار عن رحلة أمس هل وصلت أم لا لأنني أفتقد مسافر,flight_info_inquiry
2232,اريد التاكد من موعد الطياره اليوم من الشارقة,flight_info_inquiry
2276,الرحلة من بيروت لحلب في 29 اذار هلق هي في موعدها المحدد؟,flight_info_inquiry
2278,ممكن استفسر عن حجز ؟,flight_info_inquiry
2301,كيف بدي اعرف اذا عندي حجز عندكن تم لا,flight_info_inquiry
2302,وبدي اعرف ايمت الطيارة بأي ساعة اذا ممكن,flight_info_inquiry
2314,لدي تذكرة سفر من مطار الشارقة إلى مطار دمشق بتاريخ 27/3/2023  موعد الإقلاع 16:00  هل هو بتوقيت سوريا أم توقيت الإمارات,flight_info_inquiry
2315,"اجاني ايميل من شوي بإلغاء الرحلة ،ممكن اعرف السبب",flight_info_inquiry
241,بدي اسالك لو سمحت في رحلة من دمشق الى الدمام بتاريخ 18/2,flight_schedules_inquiry
1558,ممكن تاكدولي اذا في رحلة ب ٢٨ اذار,flight_schedules_inquiry
143,و اي يوم مواعيد الرحلات؟,flight_schedules_inquiry
182,ممكن اعرف اذا في غير يوم الثلاثاء القادم رحلة من الشارقة الى اللاذقيه,flight_schedules_inquiry
763,متى راح تبدى رحلات البحرين,flight_schedules_inquiry
1524,كان بدي اسال تذكر لا ارمنيا,flight_schedules_inquiry
135,عندي سوال عن رحلات من ستهوكولم الى الشام,flight_schedules_inquiry
138,هل يوجد رحلات من اسطنبول الى دمشق؟,flight_schedules_inquiry
139,هل يوجد رحلات من مطار دمشق الى مطار دبي,flight_schedules_inquiry
142,السلام عليكم متوفر رحلة دمشق إلى حلب كل يمت ذهب و عودة,flight_schedules_inquiry
145,مواعيد رحلات من لبنان ل دمشق,flight_schedules_inquiry
146,تمام ايمت متوفر رحلة,flight_schedules_inquiry
147,في رحلة بكرا من دمشق الى القامشلي,flight_schedules_inquiry
150,ممكن اعرف مواعيد الرحلات من الامارات الى سوريا,flight_schedules_inquiry
151,هل يوجد من الدمام الى دمش,flight_schedules_inquiry
153,اسأل عن الرحلات من دمشق إلى طهران,flight_schedules_inquiry
154,في رحلة من جدة لبنان قامشلي,flight_schedules_inquiry
155,بعد اذنك في طيران من مطار حلب الى دبي,flight_schedules_inquiry
156,السلام علكم في رحلة دمشق الى الرياض,flight_schedules_inquiry
158,هل توجد رحلات الى البحرين عبر طيرانكم,flight_schedules_inquiry
159,السلام عليكم متوفر جدة إلى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
160,السلام عليكم متوفر رحلة دمشق إلى البحرين كل يمت ذهب و عودة,flight_schedules_inquiry
161,هل يوجد حجز من موسكو الى الشام او الى حلب,flight_schedules_inquiry
162,اريد اعرف ايمتى في رحلات الى دمشق,flight_schedules_inquiry
163,السلام عليكم ... في رحلات على ليبيا طرابلس أو بس بنيغازي,flight_schedules_inquiry
165,هل متوفر رحلة من مطار حلب الى بيروت,flight_schedules_inquiry
171,هل يوجد من بيروت,flight_schedules_inquiry
173,الإستعلام عن الرحلة من الشارقة إلى سوريا _ حلب ذهاب وإياب,flight_schedules_inquiry
174,السلام عليكم متوفر بيروت إلى حلب كل يمت شهر 2,flight_schedules_inquiry
176,السلام عليكم متوفر دمشق إلى فرانكفورت كل يمت ذهب و عودة,flight_schedules_inquiry
178,طيران من بيروت ل حلب في,flight_schedules_inquiry
179,لو سمحتو الشهر الجاي ايمت في حجز الى دبي,flight_schedules_inquiry
180,ايمت في لابو ظبي ؟,flight_schedules_inquiry
183,اوقات ومواعيد الرحلات  دمشق والى دبي وبالعكس,flight_schedules_inquiry
184,ماهي مواعيد الرحلات من دمشق الى ابو ظبي,flight_schedules_inquiry
185,ممكن سؤال الطيران بين حلب وبيروت شغال واي ايام,flight_schedules_inquiry
187,السلام عليكم متوفر رحلة دمشق إلى فرانكفورت كل يمت ذهب و عودة,flight_schedules_inquiry
188,السلام عليكم متوفر رحلة دمشق إلى بغداد كل يمت ذهب و عودة,flight_schedules_inquiry
189,هل يوجد رحلات من يريفان الى  دمشق في شهر شباط؟,flight_schedules_inquiry
190,ما أقرب رحلة من يريفان الى سوريا  في هذه الفترة,flight_schedules_inquiry
192,في رحلة مباشرة من حلب الى بيروت,flight_schedules_inquiry
193,دمشق بصرة ايا يوم متوفر,flight_schedules_inquiry
194,السلام عليكم متوفر الرياض الى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
195,متوفر رحلة المدينة المنورة إلى دمشق طريق الكويت,flight_schedules_inquiry
196,هل يوجد طيران من دمشق الى دبي,flight_schedules_inquiry
197,ممكن اعرف موعد الرحلات دمشق بيروت والعكس .. ايام الرحلات و المواعيد,flight_schedules_inquiry
201,اقرب رحلة إلى ليبيا ؟؟,flight_schedules_inquiry
202,رحلات الى السعودية,flight_schedules_inquiry
203,ممكن مواعيد الرحلات المتاحة من الدمام لدمشق ذهاب وعودة,flight_schedules_inquiry
204,من دمشق مافي للشارقة ؟,flight_schedules_inquiry
205,السلام عليكم متوفر جدة إلى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
207,هل يوجد رحلات من دمشق الى دبي,flight_schedules_inquiry
208,"مرحبا، رحلات من دمشق الى الشارقة متى؟",flight_schedules_inquiry
212,هل يوجد ليدكم رحلات من مطار بيروت الى مطار حلب في شهر 07.2023,flight_schedules_inquiry
213,السلام عليكم متوفر الدمام إلى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
214,هل يوجد رحلات مباشرة من بيروت الى دمشف خلال شهر أيار,flight_schedules_inquiry
215,لو سمحت في طيران لايران وكل ايمت ازا بتريد,flight_schedules_inquiry
216,في رحلات جوية من دمشق إلى حلب,flight_schedules_inquiry
217,هل يوجد رحلات من دمشق الى الرياض ؟؟؟..وشكرا,flight_schedules_inquiry
218,طيب من الكويت الى دمشق بشالشهر 8,flight_schedules_inquiry
221,حلب مسقط متوفرة؟,flight_schedules_inquiry
222,في رحلة إلى اربيل 2023\2\7,flight_schedules_inquiry
223,السلام عليكم متوفر رحلة دمشق إلى بيروت كل يمت ذهب و عودة,flight_schedules_inquiry
224,حلب إلى بيروت كل يمت ذهب و عودة,flight_schedules_inquiry
227,اريد الذهاب من بنغازي إلى اربيل,flight_schedules_inquiry
228,مرحبا هل يوجد رحلات من مطار باسل الاسد الة ةالى مصر,flight_schedules_inquiry
229,لو سمحت في  طيران من السعودية ل دمشق و بلعكس,flight_schedules_inquiry
230,السلام علكم في رحلة حلب الى الشارقة مباشر كل يمت,flight_schedules_inquiry
232,هل يوجد سفر من بيروت إلى القامشلي ؟,flight_schedules_inquiry
233,هل لديكم رحلات من مطار النجف الئ مطار دمشق الدولي,flight_schedules_inquiry
237,ماهو جدول مواعيد الرحلات من موسكو الى دمشق,flight_schedules_inquiry
238,هل يوجد طيران مباشر بحرين دمشق,flight_schedules_inquiry
239,في رحلات ب 1 الشهر او 2  على الكويت,flight_schedules_inquiry
240,"أود معرفة ايام طيران أجنحة الشام إلى البحرين ، ذهابا و ايابا .",flight_schedules_inquiry
242,ممكن جدول دمشق الرياض,flight_schedules_inquiry
243,لو سمحت عم دور عرحلة من دبي لسوريا بتاريخ ٢٦ شباط,flight_schedules_inquiry
246,مرحبًا هل لكم محطات في اوربا,flight_schedules_inquiry
247,ما هي مواعيد الرحلات من بيروت الى دمشق في شهر شباط و آذار.,flight_schedules_inquiry
249,هل يوجد طيران إلى أربيل,flight_schedules_inquiry
250,هل يوجد طيران إلى اربيل 2023\2\12,flight_schedules_inquiry
251,السلام عليكم متوفر رحلة دمشق إلى الرياض طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
252,رحلة من دمشق إلى جدة طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
253,السلام عليكم متوفر رحلة دمشق إلى بيروت على اجنحة الشام للطيران,flight_schedules_inquiry
254,هل يوجد رحلات الى الدوحة؟,flight_schedules_inquiry
255,هل هناك طيران من الرياض الى دمشق حاليا مباشره؟,flight_schedules_inquiry
256,اخي ايمتى اقرب رحلة من مطار دمشق إلى القامشلي,flight_schedules_inquiry
257,مواعيد الرحلات خلال هذا الشهر,flight_schedules_inquiry
258,هل يوجد طيران من حلب الى بيروت,flight_schedules_inquiry
259,في رحلات من الكويت الى حلب,flight_schedules_inquiry
261,لو سمحت بدي اعرف موعد رحلات دمشق ابوظبي,flight_schedules_inquiry
262,هل يوجد رحلات من الدمام الى دمشق او الللاذقية,flight_schedules_inquiry
263,مواعيد رحلات الطيران من مطار حلب الى يريفان في شهر نيسان,flight_schedules_inquiry
264,ممكن اعرف اقرب رحله بعد تاريخ ١٥/٢,flight_schedules_inquiry
265,هل من رحلات من حلب إلى أرمينيا بسهر حزيران؟,flight_schedules_inquiry
266,هل يوجد رحلات حالية حلب أرمينيا,flight_schedules_inquiry
267,لو سمحتوا في رحلات من دمشق الى القاهرة؟,flight_schedules_inquiry
269,متوفر رحلات من القاهرة حلب مباشرة؟,flight_schedules_inquiry
270,رحلات غير مباشرة من اسطنبول اى دمشق,flight_schedules_inquiry
271,رحلات بيروت اي يوم والمواعيد,flight_schedules_inquiry
272,يوجد رحلات القاهرة ؟,flight_schedules_inquiry
273,تحياتي.لو سمحتو مواعيد الرحلات الى موسكو,flight_schedules_inquiry
275,السلام علكم في دمشق الى الرياض طريق الكويت كل يمت,flight_schedules_inquiry
276,السلام علكم دمشق الى جدة طريق الكويت,flight_schedules_inquiry
277,السلام علكم دمشق الى موسكو,flight_schedules_inquiry
278,السلام عليكم متوفر رحلة دمشق إلى الرياض طريق الكويت كل يمت ذهب و عودة شو طيران,flight_schedules_inquiry
279,طيب في ترانزيت شارقة دمشق بنغازي او شارقة مصر بنغازي,flight_schedules_inquiry
510,اريد اسئل عن رحله بغدا دمشق يوم السبت4/2 العوده يوم 6 فبراير,flight_schedules_inquiry
513,اخوي ابي استفسر اذا في رحلات يوم 30 الشهر الجاري من سوريا للكويت,flight_schedules_inquiry
517,ايمت آخر رحلة مجدولة من الرياض لدمشق؟,flight_schedules_inquiry
530,ابو بقدر اعرف اذا في رحلة من ابو ظبي ب٢٠/٤,flight_schedules_inquiry
692,اقرب رحلة من دمشق الى بنغازي,flight_schedules_inquiry
695,السلام عليكم. لو سمحتم. من القاهرة الى دمشق فيه ؟,flight_schedules_inquiry
697,"مرحبا يعطيكن العافيه، بدي اسأل ازا في رحل من دوسلدورف لدمشق",flight_schedules_inquiry
699,هل لديكم رحلة من بيروت الى جدة او المدينة المنورة,flight_schedules_inquiry
701,لوسمحت. بنغازي سوريا. موجوده؟. رحله من بنغازي لسوريا,flight_schedules_inquiry
704,ازا سمحت فيي اعرف مواعيد رحلات اربيل دمشق لشهر الاول,flight_schedules_inquiry
705,السلام عليكم متوفر رحلة دمشق إلى اسطنبول طريق بيروت كل يمت ذهب و عودة,flight_schedules_inquiry
706,ممكن اعرف متى اقرب رحله من دمشق الى القامشلي,flight_schedules_inquiry
707,من بيروت في شهر فبراير متى الرحلات المتوفره ؟ بيروت الى دمشق,flight_schedules_inquiry
710,مرحبا حلب بيروت ايمت في رحلات,flight_schedules_inquiry
711,هل يوجد رحلات من دمشق إلى كوالالمبور,flight_schedules_inquiry
714,هل يوجد رحلات من مطار دمشق الدولي,flight_schedules_inquiry
715,ما هي مواعيد الرحللات الاسبوعية الى الشارقة,flight_schedules_inquiry
716,السلام عليكم متوفر رحلة دمشق إلى أرمينيا كل يمت ذهب و عودة,flight_schedules_inquiry
717,السلام عليكم متوفر رحلة دمشق إلى باكستاني مباشر كل يمت ذهب و عودة,flight_schedules_inquiry
718,متوفر رحلة دمشق إلى بنغازي كل يمت ذهب و عودة,flight_schedules_inquiry
719,لو سمحت بدي استفسر اذا في رحلات من البحرين لدمشق والعكس,flight_schedules_inquiry
721,ماهو جدول الرحلات من الخرطوم الى دمشق في شهر مارس,flight_schedules_inquiry
722,السلام عليكم متوفر متوفر حلب إلى الشارقة كل يمت ذهب و عودة,flight_schedules_inquiry
725,السلام عليكم متوفر رحلة جدة إلى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
726,السلام عليكم متوفر رحلة دمشق إلى الرياض طريق الكويت كل يمت,flight_schedules_inquiry
727,هل يوجد لديكم رحل الى عمان,flight_schedules_inquiry
728,بعد اذنك ممكن اعرف اذا الطيران حلب بيروت شغال,flight_schedules_inquiry
730,في رحلات من سوريا للسعودية ؟,flight_schedules_inquiry
734,في رحلات من مطار دمشق الى ماليزيا ؟,flight_schedules_inquiry
736,هل هناك رحلة من بيروت الى سوريا غدا,flight_schedules_inquiry
740,في حجز طيران من السعودية لسوريا,flight_schedules_inquiry
741,في طيران على الجزائر من دمشق,flight_schedules_inquiry
742,جدول الرحلات بين بيروت ودمشق,flight_schedules_inquiry
744,السلام عبكم في رحلة دمشق الى الرياض كل يمت,flight_schedules_inquiry
745,السلام علكم في دمشق الى روسيا كل يمت,flight_schedules_inquiry
746,مرحبا ممكن اعرف ايام الرحلات لشهر شباط من حلب لابو ظبي,flight_schedules_inquiry
748,رحلات الكويت حلب  متاحة,flight_schedules_inquiry
749,السلام عليكم متوفر رحلة دمشق إلى الخرطوم مباشر غير مباشر,flight_schedules_inquiry
750,مساء الخير في رحلات من حلب لارمينيا,flight_schedules_inquiry
751,هل يوجد رحلات الى ماليزيا ذهاب فقط,flight_schedules_inquiry
752,نود الاستفسار هل عندكم رحلات ذهاب وعودة من الخرطوم الى دمشق,flight_schedules_inquiry
753,بس ايام الرحلات من بيروت لدمشق,flight_schedules_inquiry
754,السلام عليكم متوفر إلى المدينة المنورة طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
755,ممكن اعرف ايمت اقرب رحلة عحلب؟,flight_schedules_inquiry
757,لو سمحتو بدي اعرف ايمت في اقرب حجز من دمشق الي مسقط,flight_schedules_inquiry
758,اقرب رحله من اربيل إلى حلب,flight_schedules_inquiry
759,في عندكن رحلات من دمشق الى بنغازي خلال الشهر الاول؟,flight_schedules_inquiry
761,شو وضع الطيران من اربيل إلى حلب,flight_schedules_inquiry
764,السلام عليكم متوفر رحلة دمشق إلى البحرين طريق طريق مسقط كل يمت ذهب و عودة,flight_schedules_inquiry
765,البحرين إلى دمشق متوفر,flight_schedules_inquiry
766,رحلة ابوظبي متوفر اي يوم,flight_schedules_inquiry
769,لو تكرمتكم متى أقرب حجز من الرياض إلى دمشق؟,flight_schedules_inquiry
770,اوقات السفر لحلب  اريد ان اعرف مواعيد السفر من بيروت لحلب,flight_schedules_inquiry
771,"اوقات الرحلات الرحلات, من بيروت لحلب, حلب لبيروت",flight_schedules_inquiry
772,مواعيد رحلات حلب بيروت خلال شهر يناير ٢٠٢٣؟,flight_schedules_inquiry
774,في رحلة من دمشق الي جدة وشكرا,flight_schedules_inquiry
776,إذا ممكن اعرف اذا في رحلات من حلب لبيروت بداية من يوم ٢٠,flight_schedules_inquiry
785,اريد الاستفسار عن جدول الرحلات من مطار بيروت الى مطار دمشق الدولي لشهر ايار,flight_schedules_inquiry
786,هل يوجد رحلات لمطار دبي ؟ او حصرا للشارقة بالنسبة للإمارات,flight_schedules_inquiry
788,هل يوجد رحلات مباشرة من المانيا الى دمشق ؟,flight_schedules_inquiry
789,جدول الرحلات من بيروت الى دمشق في شهر مارس,flight_schedules_inquiry
790,كم عدد الرحلات الاسبوعية الى مسقط,flight_schedules_inquiry
791,هل يوجد رحلات من الدمام الى دمشق ذهاب اياب,flight_schedules_inquiry
792,هل متوفر ذهاب اياب من المنامة,flight_schedules_inquiry
793,مرحبا ل اربيل متاح,flight_schedules_inquiry
794,متى مواعيد الرحلات دمشق مسقط لشهر 5,flight_schedules_inquiry
796,السلام عليكم متوفر رحلة دمشق إلى جدة كل يمت ذهب و عودة,flight_schedules_inquiry
799,متوفر رحلة دمشق إلى جدة,flight_schedules_inquiry
1078,هل من الممكن أن استعلم عن موعد الرحلات الى بغداد ضمن الأسبوع,flight_schedules_inquiry
1081,كيف يمكننا معرفة تواريخ الرحلات المتوفرة في شهر ابريل من الامارات الى دمشق,flight_schedules_inquiry
1082,ايمتى في رحلات من دمشق ل قامشلي هاد الشعر,flight_schedules_inquiry
1083,"مرحبا،حابة اعرف اذا رح يكون في رحلات مباشرة من الشام ل اوربا وتحديدا لاستوكهرلم ولا",flight_schedules_inquiry
1084,اوكي في رحلات لبيروت وايا ايام ؟,flight_schedules_inquiry
1085,مافي رحلات من بيروت لحلب؟,flight_schedules_inquiry
1089,متى يوجد رحلة من مطار بنينا الى دمشق,flight_schedules_inquiry
1091,هل يوجد اي معلومات عن رحلات من الكويت إلى حلب في شهر ٣؟,flight_schedules_inquiry
1092,من دمشق إلى حلب هل يوجد اي معلومات عنها في شهر ٣,flight_schedules_inquiry
1093,ماهي مواعيد وأيام السفر إلى مسقط,flight_schedules_inquiry
1095,ماهي مواعيد الرحلات من مسقط الى دمشق خلال هذا الاسبوع والاسبوع القادم,flight_schedules_inquiry
1096,هل يوجد رحلات من دمشق الى الرياض,flight_schedules_inquiry
1100,في عندكم ع دبي؟,flight_schedules_inquiry
1101,في يوم الأربعاء شارقة؟,flight_schedules_inquiry
1102,مرحبا ممكن مواعيد الرحلات من دمشق الى بيروت,flight_schedules_inquiry
1104,بدي أسئل ازا في رحلات مباشرة بين الإمارات وحلب,flight_schedules_inquiry
1106,سؤال في اي شهر يوجد رحلات طيران من البنان الى دمشق,flight_schedules_inquiry
1108,هل يوجد طيران من دمشق لمصر,flight_schedules_inquiry
1109,السلام عليكم متوفر رحلة دمشق إلى أبو ظبي كل يمت ذهب و عودة,flight_schedules_inquiry
1110,السلام عليكم متوفر الرياض الى دمشق طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
1114,هل في رحالات من امارات مثل دبي او الشارقة هل هي في ايام محددة,flight_schedules_inquiry
1117,من بغداد على مطار اللاذقية في رحلات او متوقفة حاليا,flight_schedules_inquiry
1118,في رحله من حلب ل بيروت يوم الجمعه؟,flight_schedules_inquiry
1121,السلام عليكم متوفر رحلة دمشق إلى جدة طريق الكويت كل يمت ذهب و عودة,flight_schedules_inquiry
1122,شواقرب رحلة من اربيل لدمشق بتاريخ 23/3 والعودة بتاريخ 28/4,flight_schedules_inquiry
1123,هل يوجد رحلة لأجنحة الشام غدا الجمعة من البصرة إلى دمشق,flight_schedules_inquiry
1126,هل يوجد رحلات من مطار دمشق او مطار بيروت إلى بيلاروسيا ؟؟,flight_schedules_inquiry
1127,متى اقرب رحلة من دمشق الى ابو ظبي,flight_schedules_inquiry
1128,هل يبتوفر رحلات من دمشق او اللاذقية الى اربيل خلال الاسبوع القادم,flight_schedules_inquiry
1130,ممكن جدول الرحلات الى بغداد,flight_schedules_inquiry
1131,رحلات دمشق قامشلي متى,flight_schedules_inquiry
1133,هل توجد رحلات من مطار بيروت لدمشق,flight_schedules_inquiry
1134,في رحلات من الشام إلى برلين,flight_schedules_inquiry
1135,السلام عليكم متوفر رحلة دمشق إلى كراتشي كل يمت ذهب و عودة,flight_schedules_inquiry
1136,السلام عليكم متوفر رحلة دمشق إلى البحرين كل يمت ذهب و عودة,flight_schedules_inquiry
1137,هل يوجد رحلات من افريقيه الا القمشلي انا في الكمرون,flight_schedules_inquiry
1139,هل فيه رحلات الرياض الى دمشق الاسبوع القادم؟,flight_schedules_inquiry
1140,هل يوجد رحلات من حلب الى بغداد,flight_schedules_inquiry
1141,هل توجد رحلة من دمشق الى القامشلي الاسبوع القادم,flight_schedules_inquiry
1142,في عندكم طيران على القاهرة - مصر,flight_schedules_inquiry
1144,يوجد حجز من المانيا الى دمشق؟؟,flight_schedules_inquiry
1146,متوفر رحلات من القاهرة حلب مباشرة؟,flight_schedules_inquiry
1147,هل يوجد سفر من دمشق إلى الفلبين مباشرة,flight_schedules_inquiry
1148,ريد معرفة رحلات يوم الأحد,flight_schedules_inquiry
1210,هل يوجد رحلات مباشرة للرياض من دمشق,flight_schedules_inquiry
1294,ممكن معلومات اذا في رحلات الى أربيل  حاليا من الشام او حلب,flight_schedules_inquiry
1303,السلام علكم في دمشق الى حلب,flight_schedules_inquiry
1304,مرحبا اريد الاستفسار عن توفر رحلات من مطار حلب الى مطار يريفان ارمينيا,flight_schedules_inquiry
1306,بدي اسئلكون  في طيران لشهر اربعه من مطار دمشق الدولي إلى الكويت,flight_schedules_inquiry
1307,السلام علكم في دمشق الى الكويت مباشر,flight_schedules_inquiry
1314,لوسمحت اقرب رحلة لدمشق من اربيل,flight_schedules_inquiry
1320,"هل يوجد رحلات من القاهرة إلى دمشق، ماهي مواعيد هذه الرحلات",flight_schedules_inquiry
1322,متى في طيران ل ليبيا ؟,flight_schedules_inquiry
1332,لسلام علكم في دمشق الى ماليزي,flight_schedules_inquiry
1340,السلام عليكم متوفر بيروت إلى حلب كل يمت ذهب و عودة,flight_schedules_inquiry
1342,في رحلات من دمشق الى بيروت ؟,flight_schedules_inquiry
1347,في رحلات ب الضهر ال3من مطار بيروت الى موسكو ؟,flight_schedules_inquiry
1361,أريد أن أعرف مواعيد الرحلات من دمشق الى بيروت والعكس ؟,flight_schedules_inquiry
1369,اريد ان استفسر عن الرحلات من الشارقة الى دمشق,flight_schedules_inquiry
1373,هل هناك رحلات الى ماليزيا هذه السنة,flight_schedules_inquiry
1385,في طيران من حلب الى يريفان؟,flight_schedules_inquiry
1390,حبيت اعرف الرحلات من بيروت الى القامشلي؟,flight_schedules_inquiry
1392,دمشق الشارقة اقرب رحلة,flight_schedules_inquiry
1393,في حجز عالبحرين,flight_schedules_inquiry
1403,السلام علكم في دمشق الى طهران,flight_schedules_inquiry
1405,لسلام علكم في دمشق الى الدمام طريق الكويت,flight_schedules_inquiry
1412,طيب تمام هو يوم الأربعاء في طيران عالشارقة,flight_schedules_inquiry
1422,ممكن استفسر إذا في رحلات من دمشق إلى ماليزيا,flight_schedules_inquiry
1424,هل يوجد رحلات من اوروبا الى سوريا,flight_schedules_inquiry
1425,جدول الرحلات الأسبوع القادم دمشق الشارقة,flight_schedules_inquiry
1438,مواعيد الرحلات من دمشق إلى الشارقة في شهر 3,flight_schedules_inquiry
1449,موجود رحلات ع حلب,flight_schedules_inquiry
1456,هل متوفر رحلات إلى الباكستان؟  لم أجدها على الموقع,flight_schedules_inquiry
